RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.61,0.80,0:06.42,226,678591,1515,627
90,5.60,0.86,0:06.46,32,689366,54836,13468
80,5.72,0.93,0:06.65,488,691858,147376,15587
70,5.66,1.27,0:06.94,2430,712337,203883,29694
60,5.68,1.80,0:07.48,17096,762722,306967,75896
50,5.81,1.98,0:07.80,10298,878803,372684,140811
40,5.92,2.50,0:08.44,12994,1011388,493595,300411
30,5.92,2.94,0:08.88,17888,1152756,561470,465484
20,6.02,2.96,0:09.03,5489,1256224,671460,578812
10,6.30,2.95,0:09.33,2965,1370738,714248,727826
5,6.93,3.13,0:10.14,4662,1433474,767686,799156
