RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.07,5.52,0:07.60,439943,608840,564089,473831
90,2.27,2.00,0:05.01,11,928279,565050,529056
80,2.23,2.15,0:05.09,14,955736,565623,562261
70,2.24,2.17,0:05.07,14,953465,565620,562362
60,2.36,2.09,0:05.03,15,948007,565608,562401
50,2.39,2.08,0:05.02,15,948420,565627,562620
40,2.35,2.17,0:05.02,10,947642,565622,562691
30,2.51,2.02,0:04.97,14,943672,565627,562820
20,2.58,2.00,0:04.99,14,944769,565629,562934
10,2.52,2.08,0:04.98,14,942564,565622,563029
5,2.66,1.96,0:04.98,14,942112,565626,563085
