RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1049153,439995
90,1130019,64
80,1180966,73
70,1180506,73
60,1166337,61
50,1173239,71
40,1184006,61
30,1175127,71
20,1180762,76
10,1181015,68
5,1185326,69
