RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.84,0.12,0:03.97,0,100590,0,0
90,3.85,0.75,0:04.61,38725,103448,104480,83697
80,3.93,0.89,0:04.83,50160,102540,137861,108274
70,3.96,1.19,0:05.17,74417,123790,179844,159652
60,3.98,1.10,0:05.10,69290,110928,157553,153967
50,4.11,1.45,0:05.60,90782,164674,227463,218576
40,4.41,4.50,0:09.66,171618,924209,1119749,1061376
30,4.60,5.94,0:11.53,224254,1158412,1419070,1582766
20,4.46,6.17,0:11.71,224808,1157929,1420252,1599132
10,4.70,6.27,0:12.05,236772,1200604,1455690,1657376
5,4.70,8.70,0:15.01,304938,1581501,1637527,2509092
