RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.78,0.10,0:02.13,0,100521,0,0
90,3.99,0.36,0:02.42,166,147148,50850,45012
80,3.94,0.50,0:02.49,774,164971,68748,54025
70,3.94,0.44,0:02.50,95,165910,70699,62701
60,3.99,0.41,0:02.50,129,167938,70792,68607
50,4.02,0.54,0:02.57,2179,189921,82251,76580
40,4.92,1.50,0:03.53,1888,1138961,565135,268952
30,4.64,2.46,0:04.02,869,1359096,693883,740676
20,4.81,2.36,0:04.06,302,1383012,708815,772642
10,4.83,2.33,0:04.07,290,1383136,709519,776762
5,5.31,2.64,0:04.52,2028,1391559,715447,779828
