RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100809,0
90,168216,224
80,187157,818
70,187501,154
60,190731,185
50,215420,2237
40,1174795,1946
30,1479903,925
20,1506639,348
10,1515187,348
5,1540906,2073
