RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.22,2.00,0:04.23,53923,732643,284103,61172
90,2.31,1.70,0:04.08,7,786559,385746,282437
80,2.27,1.81,0:04.15,7,786559,442688,283265
70,2.25,1.77,0:04.09,12,786562,493157,283945
60,2.42,2.54,0:05.20,168,995657,564518,499820
50,2.35,2.80,0:05.46,144,1048582,565419,552420
40,2.49,2.26,0:05.08,17,1048712,565593,562714
30,2.50,2.10,0:04.92,16,1048711,565577,562745
20,2.61,2.02,0:04.95,17,1048712,565589,562838
10,2.61,1.83,0:04.76,16,1048710,565596,562944
5,2.57,1.83,0:04.72,17,1048709,565586,562971
