RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.52,1.57,0:04.11,36911,532083,147789,118311
90,2.76,3.87,0:10.68,11,989751,2314243,2190058
80,3.04,3.66,0:11.13,15,993651,2469137,2265164
70,3.01,4.06,0:12.14,15,999521,2346249,2107112
60,2.90,4.74,0:12.83,15,1003196,2664983,2126374
50,2.77,5.56,0:13.47,16,1001603,3064126,2145561
40,2.82,6.20,0:14.15,15,1001348,3618823,2223521
30,2.74,6.56,0:14.39,15,1000194,3868249,2233216
20,2.72,7.37,0:15.14,15,997601,4092357,2233986
10,2.77,7.63,0:15.47,15,1002262,4269162,2224936
5,2.69,5.78,0:11.82,13,984391,3215165,1631396
