RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,104757,66831.76,8564.350,,,,,,,
100,1,1103,1291.253,1.685,,,,,,,
100,2,217,432.134,1.733,,,,,,,
100,3,791,891.994,0.756,,,,,,,
100,4,585,815.130,5.365,,,,,,,
90,0,141339,378952.4,872629.0,21347,290357.7,39031.59,1,28739.12,0.000,
90,1,1198,1479.770,3.218,,,,,,,
90,2,294,525.650,2.427,,,,,,,
90,3,804,1018.635,2.750,3,55.994,16.596,,,,
90,4,228,237.581,0.333,,,,,,,
80,0,174268,742619.7,331580.5,48314,638760.6,23935.58,3,106848.0,246710928,
80,1,1266,1643.374,3.199,3,40.443,6.608,,,,
80,2,353,630.729,3.051,,,,,,,
80,3,806,976.035,3.497,,,,,,,
80,4,759,894.845,1.003,,,,,,,
70,0,180367,902430.5,692215.6,62016,793738.0,30028.48,4,140618.4,98104621,
70,1,4813,4841.414,87.168,,,,,,,
70,2,602,891.960,2.153,,,,,,,
70,3,2685,3295.945,3.453,,,,,,,
70,4,1894,2293.676,1.630,,,,,,,
60,0,194510,1055935,421771.2,73406,937751.0,28859.40,5,132004.2,50777804,
60,1,1321,1593.555,2.154,,,,,,,
60,2,294,649.380,7.188,3,46.331,12.885,,,,
60,3,2261,2428.759,38.907,,,,,,,
60,4,3927,4551.452,39.851,,,,,,,
50,0,258602,1190093,1345818,79869,1032517,117932.1,5,139906.4,36147951,
50,1,4983,5003.925,48.308,,,,,,,
50,2,678,983.219,1.440,,,,,,,
50,3,2230,2765.213,13.999,,,,,,,
50,4,2572,3342.312,54.958,,,,,,,
40,0,746962,2331604,3363546,122304,1796157,215846.3,5,80016.94,8729838,
40,1,6285,6133.186,281.297,,,,,,,
40,2,472,750.341,1.138,,,,,,,
40,3,4006,5541.160,10.947,8,103.920,1.913,,,,
40,4,2846,3612.123,3.961,,,,,,,
30,0,1305680,4549967,4652516,219412,3192090,583548.6,5,90416.88,65569867,
30,1,2400,2991.151,6.876,,,,,,,
30,2,463,960.422,5.174,,,,,,,
30,3,4164,5278.362,189.471,,,,,,,
30,4,4350,4545.954,61.157,,,,,,,
20,0,1338894,4716898,5567148,229065,3333174,681827.7,6,97021.63,9546038,
20,1,4350,5620.794,29.331,3,57.434,39.556,,,,
20,2,676,1219.711,3.079,,,,,,,
20,3,4799,6193.015,29.387,,,,,,,
20,4,2555,3022.497,5.428,,,,,,,
10,0,2611333,9586229,4829903,448369,6736749,2235046,5,99179.01,603298.0,
10,1,5111,6344.235,181.500,,,,,,,
10,2,1670,2512.145,3.018,,,,,,,
10,3,9632,12461.30,82.860,3,37.594,0.594,,,,
10,4,3127,3810.715,15.997,,,,,,,
5,0,2664177,10155318,1412175,456274,6834660,2144566,6,83675.75,434509.9,
5,1,1970,2274.211,1.525,,,,,,,
5,2,895,1694.449,3.714,3,41.538,1.653,,,,
5,3,14532,14732.75,2186.586,,,,,,,
5,4,5826,6792.281,15.272,,,,,,,
