RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.78,0.11,0:02.14,0,100521,0,0
90,3.99,0.42,0:02.44,258,147167,50581,44933
80,4.03,0.41,0:02.49,1246,158409,64348,53308
70,4.02,0.42,0:02.51,247,165077,70554,62629
60,4.03,0.42,0:02.50,313,168275,70794,69023
50,4.22,0.59,0:02.68,5330,213824,96562,79075
40,4.92,1.75,0:03.63,3244,1186466,587498,257614
30,4.78,3.31,0:04.39,918,1367601,701704,752806
20,4.76,2.87,0:04.17,535,1379915,706455,769305
10,5.02,2.84,0:04.29,1587,1387728,711733,778746
5,5.68,2.82,0:04.60,2118,1386012,711755,778858
