RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.78,1.14,0:07.92,88,678883,1585,543
90,6.87,1.17,0:08.05,1525,687872,75806,12600
80,6.96,1.17,0:08.14,2055,697832,150659,14011
70,6.93,1.43,0:08.37,6457,708417,197791,26301
60,7.29,1.80,0:09.10,51461,727261,292574,68758
50,7.15,2.19,0:09.36,74009,835819,375368,125662
40,7.20,2.90,0:10.12,124283,911667,481158,277293
30,7.49,3.37,0:10.88,191763,981966,547193,444340
20,7.49,3.77,0:11.27,226631,1041985,636302,567866
10,7.81,4.27,0:12.11,300650,1072835,682002,743570
5,8.60,4.56,0:13.21,306760,1143918,730043,832858
