RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,104812,87337.13,1003.792,,,,,,,6156.165,,,,104812,14452.05,119.585
100,1,1124,1511.623,1.759,,,,,,,,,,,1124,39.649,0.000
100,2,1095,1442.154,2.060,,,,,,,,,,,1095,53.451,0.246
100,3,982,1380.267,2.838,,,,,,,,,,,982,36.272,0.000
100,4,822,1086.509,2.464,,,,,,,,,,,822,29.550,0.000
90,0,145165,177097.9,112433.6,5842,38702.69,23.579,1,7061.052,0.000,21612.82,37513,1198.564,6.245,145165,33327.57,82881.76
90,1,907,1241.222,2.929,,,,,,,,,,,907,32.532,0.000
90,2,819,1054.724,2.985,,,,,,,,,,,819,28.589,0.000
90,3,1742,2345.694,1.215,,,,,,,,,,,1742,60.958,0.000
90,4,1588,2081.358,1.656,,,,,,,,,,,1588,69.345,0.138
80,0,179415,224974.7,156025.7,5008,33459.09,93.757,3,22432.38,41597.65,44130.17,72045,2311.928,47.080,179415,59093.09,133128.4
80,1,1363,1834.914,2.071,,,,,,,,,,,1363,65.745,0.167
80,2,755,955.653,1.823,,,,,,,,,,,755,25.055,0.000
80,3,886,1077.475,3.338,,,,,,,,,,,886,32.038,0.000
80,4,308,422.077,1.898,,,,,,,,,,,308,11.239,0.000
70,0,180268,241948.1,915999.3,5445,36981.05,87.871,6,38109.58,1949422,53040.55,72839,2302.890,61.409,180268,68209.36,770866.2
70,1,1721,2493.036,1.867,,,,,,,,,,,1721,63.742,0.000
70,2,1452,1894.774,1.563,,,,,,,,,,,1452,50.939,0.000
70,3,1499,2018.868,1.773,8,52.221,1.999,,,,,8,0.283,0.000,1499,55.782,0.000
70,4,1119,1523.865,2.717,,,,,,,,,,,1119,41.618,0.000
60,0,180428,239413.5,252955.5,3490,22334.97,8.236,6,30450.53,2060975,57538.09,72958,2330.190,101.780,180428,73895.17,232951.0
60,1,1078,1389.281,0.948,,,,,,,,,,,1078,45.419,0.000
60,2,3928,5513.883,58.304,16,103.864,1.382,,,,,16,0.512,0.000,3928,196.208,1.086
60,3,1638,2389.254,2.511,,,,,,,,,,,1638,55.576,0.000
60,4,1977,2529.159,1.577,,,,,,,,,,,1977,67.758,0.000
50,0,192242,259269.8,249441.9,3911,25321.30,14.639,2,11581.40,213.934,59665.69,78900,2502.442,80.593,192242,76531.46,215432.6
50,1,1124,1482.232,2.437,,,,,,,,,,,1124,40.666,0.000
50,2,649,855.443,2.428,,,,,,,,,,,649,22.584,0.000
50,3,825,1284.095,5.048,16,102.406,0.986,,,,,16,0.552,0.000,825,30.113,0.000
50,4,3798,4575.080,63.318,,,,,,,,,,,3798,169.087,0.584
40,0,492224,628598.6,6569642,13890,94983.23,337.271,4,19743.37,109883.7,135119.9,248949,14065.35,12189.06,492224,179816.8,5194398
40,1,1643,2280.499,2.036,,,,,,,,,,,1643,72.825,0.138
40,2,1037,1421.018,2.624,,,,,,,,,,,1037,52.978,0.265
40,3,1797,2483.838,2.283,,,,,,,,,,,1797,79.022,0.115
40,4,1550,2203.010,4.118,9,66.913,5.035,,,,,9,0.314,0.000,1550,58.239,0.000
30,0,1307555,1596796,279323.5,17223,112210.6,9797.175,5,19756.21,59202.86,478508.4,679246,22484.69,22516.70,1307555,597274.4,13455620
30,1,187,261.416,5.147,,,,,,,,,,,187,7.130,0.000
30,2,2406,5939.483,54.139,,,,,,,,,,,2406,130.417,0.739
30,3,3120,4307.760,17.434,,,,,,,,,,,3120,113.267,0.001
30,4,2906,4183.114,7.298,8,55.704,2.696,,,,,8,0.306,0.000,2906,104.399,0.000
20,0,1340973,1747914,1405317,32305,211196.8,1958.716,3,17773.83,3595.542,497719.7,702657,23607.60,4865.409,1340973,619636.9,5627816
20,1,1349,1779.234,1.495,,,,,,,,,,,1349,48.913,0.000
20,2,1138,1733.196,4.136,,,,,,,,,,,1138,47.724,0.004
20,3,508,701.472,1.771,,,,,,,,,,,508,19.339,0.000
20,4,115,197.851,6.924,,,,,,,,,,,115,4.346,0.000
10,0,2603802,3293948,16927345,58981,381156.1,5102.839,5,27061.82,716722.8,937987.8,1469415,49253.82,1038824,2603802,1176340,22662115
10,1,3930,5010.508,11.927,,,,,,,,,,,3930,140.341,0.001
10,2,2640,4926.624,15.590,,,,,,,,,,,2640,125.590,0.066
10,3,2050,2538.014,1.687,,,,,,,,,,,2050,83.068,0.013
10,4,1255,1759.374,2.610,,,,,,,,,,,1255,48.070,0.000
5,0,2665439,3460983,839408.9,36690,234711.2,4558.062,6,24745.55,61409.36,1123078,1509221,51389.84,146424.3,2665439,1369795,1873510
5,1,3488,5051.824,11.785,30,200.364,4.801,,,,,30,0.991,0.000,3488,141.124,0.222
5,2,3235,6271.988,43.315,,,,,,,,,,,3235,140.365,0.070
5,3,2168,3008.266,30.361,,,,,,,,,,,2168,81.690,0.003
5,4,1951,2684.937,2.522,,,,,,,,,,,1951,71.726,0.000
