RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.26,1.03,0:08.31,104,678047,3420,2168
90,7.30,1.21,0:08.56,1956,687442,142320,52806
80,7.36,1.31,0:08.71,1885,687516,285601,55004
70,7.45,1.78,0:09.26,8544,689765,549896,90812
60,7.48,2.64,0:10.15,27099,693716,845125,195958
50,7.57,4.88,0:12.68,70304,775856,1365641,700666
40,7.50,6.28,0:14.16,101897,878975,1752456,1273586
30,7.66,8.48,0:16.93,195456,965883,2227464,2028510
20,7.59,9.14,0:18.03,189826,1041671,2594022,2432230
10,7.89,9.73,0:19.27,194652,1178815,2845012,3082172
5,8.81,10.56,0:20.96,192717,1337982,3383489,3384967
