RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,619627,422769.6,268705.8,415,9071.810,54.546,,,,
100,1,683,913.429,2.653,1,10.169,0.000,,,,
100,2,719,961.930,1.368,,,,,,,
100,3,1358,1706.963,1.436,,,,,,,
100,4,915,1134.101,2.370,2,35.381,105.662,,,,
90,0,1048784,4146838,6111497,352718,3511137,4337875,4,187031.7,603726769,
90,1,2890,3790.035,41.459,,,,,,,
90,2,1293,1780.704,3.048,,,,,,,
90,3,2644,3540.023,5.345,,,,,,,
90,4,1791,2126.433,2.123,,,,,,,
80,0,1048719,4009211,1265590,360101,3370736,2076678,6,218627.7,223125383,
80,1,6069,6640.968,109.303,,,,,,,
80,2,1517,2040.381,3.187,,,,,,,
80,3,4119,5091.239,8.852,,,,,,,
80,4,3010,3568.320,33.002,,,,,,,
70,0,1048830,3975516,5389839,368806,3315839,32144198,5,192021.9,262653182,
70,1,989,1280.492,3.196,4,33.677,11.218,,,,
70,2,630,943.775,1.574,,,,,,,
70,3,6123,7043.085,100.585,,,,,,,
70,4,2705,3282.148,4.688,3,39.226,29.024,,,,
60,0,1048797,3751096,5521756,344325,3084094,4453090,3,135832.5,330909122,
60,1,1383,1663.602,2.134,,,,,,,
60,2,385,720.553,3.358,,,,,,,
60,3,830,1092.858,3.031,1,20.219,0.000,,,,
60,4,278,340.658,0.438,,,,,,,
50,0,1048729,3470275,4076523,341337,2808418,3211379,18,823351.4,599249816,
50,1,1219,1574.222,3.445,2,33.146,71.329,,,,
50,2,680,1116.406,3.392,,,,,,,
50,3,866,1062.224,2.321,,,,,,,
50,4,6158,7078.744,85.389,,,,,,,
40,0,1048919,3773256,8796697,382296,3115786,5867572,6,149362.4,51613606,
40,1,1940,2425.287,2.366,,,,,,,
40,2,530,865.424,1.023,,,,,,,
40,3,962,1373.018,2.158,2,16.980,4.392,,,,
40,4,803,1038.372,0.783,,,,,,,
30,0,1048809,3607753,2975922,371208,2944154,867982.9,7,243376.4,98014817,
30,1,1174,1465.754,2.612,,,,,,,
30,2,840,1240.009,2.758,,,,,,,
30,3,313,464.197,1.960,,,,,,,
30,4,5735,6329.436,87.525,,,,,,,
20,0,1048957,3655592,1425277,385995,2982642,847975.9,3,68171.91,10923669,
20,1,319,421.795,1.954,7,54.000,6.405,,,,
20,2,883,1577.569,7.439,,,,,,,
20,3,5502,6461.239,1355.322,,,,,,,
20,4,3584,4468.491,5.152,,,,,,,
10,0,1048859,3427955,872314.9,353976,2751701,1623236,1,37546.08,0.000,
10,1,1106,1144.174,1.150,,,,,,,
10,2,556,1002.286,5.496,,,,,,,
10,3,5445,6466.173,66.699,,,,,,,
10,4,2663,3359.356,4.074,,,,,,,
5,0,1048812,3445517,214052201,361641,2764722,1126644,,,,
5,1,761,920.414,1.995,,,,,,,
5,2,707,1152.557,3.860,,,,,,,
5,3,1230,1398.961,2.216,,,,,,,
5,4,294,429.088,5.449,,,,,,,
