RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.86,1.27,0:08.14,236,678825,1697,657
90,6.85,1.24,0:08.10,30,689363,65779,12519
80,6.89,1.36,0:08.25,342,693988,151715,13616
70,6.84,1.49,0:08.35,776,696037,200796,23556
60,7.28,1.58,0:08.87,12141,710975,279233,66073
50,6.97,1.94,0:08.92,4185,733166,378523,116700
40,7.24,2.03,0:09.27,6466,738204,488651,272261
30,7.07,2.54,0:09.62,15320,729949,538159,440008
20,7.27,2.54,0:09.81,2048,734340,640234,536547
10,7.56,2.61,0:10.19,1732,728839,679668,685074
5,8.31,2.69,0:11.01,5784,741464,727887,757726
