RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.29,0.13,0:04.43,0,100590,0,0
90,4.42,0.97,0:05.41,38835,103372,260447,207696
80,4.37,1.08,0:05.46,50182,102654,344192,264027
70,4.41,1.50,0:05.92,73091,122678,447754,381761
60,4.40,1.38,0:05.80,84804,132341,439511,365070
50,4.77,1.63,0:06.43,84079,162077,548969,472725
40,5.03,7.67,0:14.54,193237,871219,2313247,2376681
30,5.25,10.50,0:18.48,223635,1155518,3137455,3411748
20,5.16,11.01,0:19.07,225915,1157866,3227422,3558644
10,5.29,11.23,0:19.42,232354,1181900,3294993,3651669
5,5.23,16.39,0:26.26,322256,1562584,3919167,5516825
