RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,104815,79556.10,761.696,,,,,,,6069.124
100,1,1963,2467.079,1.930,,,,,,,
100,2,719,1022.275,1.567,,,,,,,
100,3,1926,2383.095,1.923,,,,,,,
100,4,1486,1877.354,2.278,,,,,,,
90,0,141844,184212.8,85108.42,7627,63107.34,572.388,1,28223.27,0.000,18723.81
90,1,1020,1202.654,1.318,,,,,,,
90,2,301,563.071,3.298,10,73.489,2.064,,,,
90,3,1169,1336.127,0.829,,,,,,,
90,4,1888,2469.338,1.789,,,,,,,
80,0,173257,238731.0,1157517,6782,56275.49,419.719,3,86618.39,8058537,40196.58
80,1,1894,2296.252,1.523,,,,,,,
80,2,269,513.873,1.388,,,,,,,
80,3,1713,2042.420,2.274,8,62.194,2.310,,,,
80,4,1450,1836.376,2.190,,,,,,,
70,0,180520,245227.1,282244.8,4150,32590.93,8029.265,4,140763.8,108656181,52040.05
70,1,1644,2048.069,2.096,,,,,,,
70,2,452,664.592,0.530,,,,,,,
70,3,1932,2374.106,1.391,,,,,,,
70,4,1421,1724.407,1.953,,,,,,,
60,0,180756,255265.5,545523.9,3349,25083.14,107.712,5,132221.7,75125888,57262.40
60,1,1105,1466.387,2.675,10,72.522,2.236,,,,
60,2,591,824.188,1.002,,,,,,,
60,3,1843,2011.310,1.959,,,,,,,
60,4,3290,3889.344,40.270,,,,,,,
50,0,203186,297022.8,478727.9,6198,49220.93,194.631,6,115859.8,28446849,59597.26
50,1,1201,1614.085,3.452,,,,,,,
50,2,328,481.506,2.456,,,,,,,
50,3,2420,2917.690,6.611,,,,,,,
50,4,2134,2630.569,30.572,,,,,,,
40,0,404543,626586.1,720613.7,20800,187702.5,5879.759,5,109213.7,64183646,120985.8
40,1,1806,2242.867,1.576,,,,,,,
40,2,258,526.178,2.266,,,,,,,
40,3,1869,2252.996,1.414,,,,,,,
40,4,869,1145.815,1.928,,,,,,,
30,0,1304901,1573356,1027637,17602,170864.0,30239.28,5,95912.94,159191783,465436.0
30,1,3330,4347.011,10.135,,,,,,,
30,2,803,1287.204,2.821,9,69.109,4.811,,,,
30,3,4601,6195.758,10.399,,,,,,,
30,4,3056,4024.580,215.105,,,,,,,
20,0,1342011,1752946,10502203,34069,304488.6,53381.78,6,94090.01,24568512,487475.8
20,1,1427,1915.405,2.208,27,201.078,8.625,,,,
20,2,409,718.534,0.578,,,,,,,
20,3,154,192.083,0.532,,,,,,,
20,4,3166,4455.424,17.062,,,,,,,
10,0,2529913,3108095,3950421,36502,266349.1,22329.38,5,98522.89,209487.7,919885.7
10,1,2166,2955.036,272.268,,,,,,,
10,2,489,998.581,2.669,,,,,,,
10,3,1659,2273.330,2.516,,,,,,,
10,4,7581,8641.337,256.612,,,,,,,
5,0,2665106,3657547,4860619,36700,264465.7,7007.073,7,98277.59,3396682,1107863
5,1,1902,2511.777,3.142,,,,,,,
5,2,482,1112.178,5.025,16,113.192,2.062,,,,
5,3,869,1152.443,3.070,,,,,,,
5,4,8127,8902.897,302.410,,,,,,,
