RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.61,1.48,0:04.09,14767,729820,222495,16429
90,2.51,2.31,0:04.83,15,529726,534638,531519
80,2.56,2.21,0:04.78,15,529726,534640,531524
70,2.50,2.23,0:04.73,15,529724,534640,531530
60,2.49,2.14,0:04.64,15,529725,534639,531529
50,2.45,2.25,0:04.70,15,529727,534642,531540
40,2.48,2.20,0:04.68,15,529726,534645,531544
30,2.38,2.28,0:04.67,15,529723,534643,531549
20,2.56,2.06,0:04.62,15,529725,534644,531551
10,2.69,1.89,0:04.59,15,529723,534643,531556
5,2.65,1.91,0:04.57,15,529721,534632,531552
