RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,619830,770428.3,69515.57,2754,18901.56,3.229,,,,38399.64
100,1,300,522.545,2.099,,,,,,,
100,2,402,735.326,1.248,,,,,,,
100,3,271,351.532,1.954,,,,,,,
100,4,328,591.198,2.285,,,,,,,
90,0,1048713,1589632,2080482,21,156.600,36.096,16,287309.5,127418631,534607.5
90,1,351,594.060,1.743,,,,,,,
90,2,520,877.869,2.238,,,,,,,
90,3,368,610.618,1.315,,,,,,,
90,4,341,547.702,1.684,,,,,,,
80,0,1048721,1593976,2581723,14,105.259,12.339,17,335602.6,57692543,542774.4
80,1,591,1009.523,1.151,,,,,,,
80,2,195,291.619,1.472,,,,,,,
80,3,242,456.593,2.272,,,,,,,
80,4,401,678.880,4.759,8,74.068,65.898,,,,
70,0,1048839,1569867,5770927,14,117.165,44.019,16,293185.4,80578074,528892.6
70,1,452,1021.015,9.789,16,146.916,77.980,,,,
70,2,393,815.453,6.685,27,187.540,32.558,,,,
70,3,384,641.185,1.860,,,,,,,
70,4,390,663.461,2.051,,,,,,,
60,0,1048784,1581246,2941574,14,156.211,109.734,15,283460.3,104147935,522169.5
60,1,163,274.745,0.946,,,,,,,
60,2,436,778.900,1.146,,,,,,,
60,3,355,608.663,1.554,,,,,,,
60,4,153,256.968,1.779,,,,,,,
50,0,1048879,1573743,1176750,46,307.193,10.247,10,342103.8,293741410,518768.0
50,1,412,692.320,1.477,,,,,,,
50,2,18,29.356,2.903,,,,,,,
50,3,271,481.140,2.023,,,,,,,
50,4,426,696.761,1.238,,,,,,,
40,0,1048804,1592576,6319090,14,123.746,55.841,10,211575.7,40993002,508179.1
40,1,630,1119.304,3.061,,,,,,,
40,2,392,820.426,3.234,30,173.738,0.609,,,,
40,3,362,657.780,4.074,2,36.399,308.140,,,,
40,4,247,471.553,3.128,,,,,,,
30,0,1048807,1579409,879182.7,14,122.646,54.016,7,107436.1,52654847,503757.4
30,1,268,425.048,2.304,,,,,,,
30,2,240,446.020,2.046,,,,,,,
30,3,280,468.302,1.363,,,,,,,
30,4,289,696.649,6.720,29,189.341,10.103,,,,
20,0,1048884,1558663,2439522,45,315.166,12.551,3,30986.31,18173309,500075.9
20,1,258,466.560,3.221,,,,,,,
20,2,217,366.002,2.984,,,,,,,
20,3,396,628.015,0.765,,,,,,,
20,4,125,204.699,1.404,,,,,,,
10,0,1048740,1628661,633154.5,12,106.652,56.580,1,6610.426,0.000,503781.7
10,1,418,744.393,1.376,,,,,,,
10,2,275,413.886,2.312,,,,,,,
10,3,77,104.702,0.563,,,,,,,
10,4,76,135.348,1.366,,,,,,,
5,0,1048766,1639775,632659.2,14,101.447,8.845,,,,494644.5
5,1,287,461.582,0.750,,,,,,,
5,2,145,246.296,1.875,,,,,,,
5,3,224,492.324,8.486,16,117.809,47.147,,,,
5,4,129,213.427,0.805,,,,,,,
