RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.74,0.17,0:02.99,0,101049,0,0
90,7.47,0.67,0:03.06,40481,120229,63925,41324
80,7.32,0.63,0:03.02,47788,117045,67453,48637
70,7.62,0.68,0:03.17,57507,114288,69486,58965
60,7.83,0.86,0:03.27,64696,177223,102865,66778
50,7.97,0.99,0:03.37,68886,235010,134602,71473
40,9.37,2.67,0:04.44,177618,831053,475303,502703
30,9.01,3.20,0:04.55,206698,868910,520872,575270
20,9.42,3.29,0:04.76,220446,882489,535862,598888
10,8.84,3.93,0:04.85,240456,867883,537863,604302
5,11.12,4.17,0:05.72,286054,946573,564342,642449
