RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2,PREFETCH_TIME,SWAP_CACHE_READ_TIME,BUMP_NEXT_FETCH_TIME
100,0,1457,2056.779,3.887,,,,,,,,,,,1457,52.316,0.000,,,
100,1,678291,523613.7,287971.2,1088,8153.537,2.861,,,,,154617,7265.174,17654.34,678291,20489.44,2358.501,,,
100,2,1052,1611.894,4.074,8,54.314,1.309,,,,,16,7.094,2.520,1052,40.500,0.005,,,
100,3,649,932.791,2.554,7,52.045,10.013,,,,,8,0.253,0.000,649,23.415,0.000,,,
100,4,367,426.029,4.304,,,,,,,,,,,367,13.237,0.000,,,
100,5,73,99.538,0.299,,,,,,,,,,,73,3.013,0.000,,,
100,6,627,812.546,2.492,,,,,,,,,,,627,21.771,0.000,,,
100,7,1060,1539.783,3.038,,,,20,615247.6,1030459020,,,,,1060,37.455,0.000,,,
100,8,1322,1837.444,1.673,,,,,,,,,,,1322,45.891,0.000,,,
100,9,1147,1493.013,2.266,,,,,,,,,,,1147,39.281,0.000,,,
100,10,795,1056.596,2.814,,,,,,,,,,,795,30.315,0.000,,,
100,11,201,304.809,4.270,4,27.500,3.214,,,,,4,0.135,0.000,201,7.285,0.000,,,
100,12,902,1365.182,3.550,,,,,,,,,,,902,36.906,0.000,,,
100,13,576,796.828,3.145,,,,,,,,,,,576,38.921,0.484,,,
100,14,550,635.767,0.357,,,,,,,,,,,550,19.666,0.000,,,
100,15,2926,3852.039,19.333,2,15.057,4.443,,,,,11,0.413,0.000,2926,133.288,0.171,,,
100,16,414,702.331,3.747,,,,,,,,,,,414,22.880,0.001,,,
100,17,1180,1529.007,2.197,,,,,,,,,,,1180,40.218,0.000,,,
