RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.25,0.21,0:02.84,0,101049,0,0
90,7.40,0.56,0:03.02,73,151727,0,40989
80,7.06,0.60,0:02.94,51,163862,0,49449
70,7.19,0.44,0:02.94,113,166726,0,58670
60,7.41,0.58,0:03.05,702,206289,0,66329
50,7.76,0.49,0:03.15,1145,243915,0,73649
40,8.80,2.26,0:04.10,2663,1000982,0,418009
30,9.08,2.26,0:04.21,190,1083750,0,560133
20,9.10,2.46,0:04.30,106,1101068,0,579324
10,9.26,2.78,0:04.47,4604,1114044,0,591387
5,12.06,3.55,0:05.74,25806,1198909,0,613860
