RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,679154,261
90,692363,84
80,694742,495
70,717902,2447
60,782038,17467
50,889903,10922
40,1029792,12898
30,1188986,17742
20,1294601,5296
10,1426108,3237
5,1496595,4761
