RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.64,0.78,0:06.43,225,678593,1516,626
90,5.63,0.84,0:06.47,30,689368,53681,13456
80,5.62,1.01,0:06.63,438,691600,145463,15434
70,5.67,1.26,0:06.95,2390,712777,205394,30033
60,5.71,1.79,0:07.51,17410,762779,307174,75856
50,5.80,2.00,0:07.81,10866,876076,371439,139954
40,5.93,2.51,0:08.45,12847,1012151,495025,300762
30,5.89,2.99,0:08.90,17686,1153051,561594,463330
20,6.08,2.88,0:09.01,5242,1255321,671165,577850
10,6.34,2.92,0:09.33,3181,1369822,711201,728880
5,7.00,3.05,0:10.13,4705,1434836,767903,797347
