RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.44,0.16,0:04.61,0,104848,0,0
90,4.82,0.40,0:05.23,14616,128316,374447,157192
80,4.90,0.83,0:05.74,51611,126027,594103,439650
70,5.09,0.97,0:06.07,66390,131976,619848,596910
60,4.96,1.23,0:06.20,70767,181978,764276,645895
50,5.00,1.24,0:06.25,71428,162472,839893,667306
40,5.94,2.12,0:08.07,87175,477863,1944888,1338552
30,7.14,5.76,0:13.15,234036,1066516,5283110,5769598
20,7.32,5.92,0:13.53,233928,1110341,5479967,6176868
