RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,8,7781,9413.774,353.022,,,,,,,
100,9,7491,9509.390,475.467,,,,,,,
100,10,6408,7856.518,37.349,,,,,,,
100,11,5774,7389.985,26.429,15,115.452,68.186,,,,
100,12,5299,6396.736,20.716,,,,,,,
100,13,5943,7358.907,75.661,,,,,,,
100,14,3430,4956.128,7.916,,,,,,,
100,15,14083,14842.69,813.306,,,,,,,
100,16,207,365.302,2.352,,,,,,,
100,17,2069,3539.433,2.084,,,,,,,
100,18,1791,2986.703,2.533,,,,,,,
100,19,2480,4173.701,6.707,,,,,,,
90,8,9224,12054.50,61.659,,,,,,,
90,9,7060,8901.203,44.131,,,,,,,
90,10,8751,10811.06,38.026,,,,,,,
90,11,7433,9408.680,32.820,,,,,,,
90,12,7338,9188.719,48.900,,,,,,,
90,13,6205,7622.169,17.038,,,,,,,
90,14,3284,5104.856,13.199,,,,,,,
90,15,16188,17085.39,21187.06,,,,,,,
90,16,292,485.295,1.034,,,,,,,
90,17,2279,4022.516,14.385,,,,,,,
90,18,2329,3699.694,9.151,,,,,,,
90,19,2112,3323.843,41.355,,,,,,,
80,8,9362,11566.65,96.098,,,,,,,
80,9,8104,9991.132,89.073,,,,,,,
80,10,7836,9958.015,87.637,,,,,,,
80,11,8163,10071.17,60.212,,,,,,,
80,12,8679,10777.24,73.555,,,,,,,
80,13,7863,9686.137,71.750,,,,,,,
80,14,4028,5843.332,9.372,,,,,,,
80,15,18957,19391.11,400.762,,,,,,,
80,16,291,542.811,2.097,,,,,,,
80,17,2089,3602.741,175.044,,,,,,,
80,18,1855,3225.759,3.635,,,,,,,
80,19,2155,3572.458,27.343,,,,,,,
70,8,8433,10825.79,60.193,,,,,,,
70,9,11245,13420.74,121.077,,,,,,,
70,10,9507,11981.78,968.047,39,214.385,0.805,,,,
70,11,8430,11156.08,50.393,,,,,,,
70,12,8036,10293.47,909.586,,,,,,,
70,13,5855,7612.915,18.092,,,,,,,
70,14,3712,5580.169,27.594,,,,,,,
70,15,21402,21312.03,511.272,,,,,,,
70,16,164,222.047,0.420,,,,,,,
70,17,2149,3633.930,27.699,,,,,,,
70,18,2421,3937.781,7.793,,,,,,,
70,19,1790,2949.147,2.192,,,,,,,
60,8,10213,12609.49,164.253,,,,,,,
60,9,10815,13139.53,221.259,,,,,,,
60,10,9689,12241.86,51.889,,,,,,,
60,11,8377,10623.35,105.357,,,,,,,
60,12,7379,9516.999,40.660,,,,,,,
60,13,6486,8359.097,34.149,,,,,,,
60,14,2274,4144.457,19.513,,,,,,,
60,15,18830,19583.23,550.919,,,,,,,
60,16,107,172.054,0.537,,,,,,,
60,17,2795,4842.869,5.820,34,221.693,5.379,,,,
60,18,2735,4386.744,3.835,,,,,,,
