RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,99256,71421.61,781.307,,,,,,,,,,,99256,2809.034,0.049
100,1,902,924.447,0.682,,,,,,,,,,,902,31.991,0.000
100,2,912,892.581,0.528,,,,,,,,,,,912,30.282,0.000
100,3,444,754.251,0.504,,,,,,,,,,,444,25.584,0.000
100,4,1362,1610.038,6.581,,,,,,,,,,,1362,56.492,0.000
90,0,117049,171944.9,23093.46,11215,81810.69,722.756,2,16509.31,1516533,,17762,667.874,11.506,117049,3875.263,37.139
90,1,19969,123746.9,1972.427,14190,103203.4,327.418,,,,,19127,910.651,98.566,19969,656.183,0.073
90,2,16681,140055.8,1863.154,14733,113010.1,634.056,,,,,15650,720.194,124.073,16681,739.101,1.530
90,3,861,1194.351,2.834,,,,,,,,,,,861,31.867,0.000
90,4,806,1095.538,2.270,1,10.269,0.000,,,,,11,22.624,44.571,806,30.644,0.000
80,0,119634,199530.8,82461.80,15078,106244.9,469.588,4,34551.56,1407745,,20498,725.266,3.745,119634,4338.421,4299.502
80,1,23210,138586.0,4714.773,16593,117000.1,1759.833,1,19465.79,0.000,,22035,777.905,82.430,23210,780.215,3.346
80,2,20373,143673.5,3782.040,16178,118025.1,488.217,1,40422.76,0.000,,19550,827.889,7.461,20373,815.037,4.005
80,3,1889,2242.752,5.770,,,,,,,,,,,1889,77.622,0.000
80,4,1757,2479.028,2.046,,,,,,,,,,,1757,63.675,0.000
70,0,119632,222851.7,144332.2,18076,127106.3,7813.805,6,57944.75,35116972,,20529,764.407,58.384,119632,3740.351,49.708
70,1,28396,170842.0,5255.399,19906,143875.8,3089.025,,,,,25777,1251.466,20.652,28396,966.246,3.708
70,2,34944,181969.4,45296.13,18748,138384.3,1968.740,,,,,28245,1313.952,33.753,34944,1274.231,18.481
70,3,727,1025.932,2.954,,,,,,,,,,,727,29.594,0.000
70,4,625,728.457,1.269,,,,,,,,,,,625,26.457,0.000
60,0,121238,241094.6,122152.3,20101,141028.7,12514.11,6,29044.11,2381174,,21267,750.605,5.680,121238,3885.693,64.414
60,1,29232,185403.4,3380.624,22578,157703.7,837.574,,,,,26435,970.225,10.904,29232,975.558,2.088
60,2,41739,186246.7,14599.91,20262,145621.1,1441.545,,,,,31887,1266.134,13.162,41739,1486.262,9.183
60,3,810,1166.283,2.894,,,,,,,,,,,810,31.111,0.000
60,4,758,963.128,1.349,,,,,,,,,,,758,27.900,0.000
50,0,133897,254335.0,133373.1,20614,143278.2,303.448,4,21486.08,376663.1,,27662,1014.961,60.667,133897,4246.051,205.976
50,1,30303,200044.3,3885.011,24011,166835.2,2676.565,,,,,26856,1121.495,14.646,30303,1043.468,5.016
