RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.77,0.13,0:03.91,0,104760,0,0
90,3.85,0.35,0:04.20,8082,133032,36858,22001
80,3.82,0.37,0:04.20,6935,166051,74164,54353
70,3.71,0.45,0:04.16,4629,175693,74447,70636
60,3.66,0.50,0:04.16,3343,177079,74607,77862
50,3.73,0.56,0:04.30,5581,197413,86614,80863
40,3.99,1.06,0:05.06,27365,388275,185968,174980
30,4.46,2.17,0:06.64,17521,1288880,667597,710109
20,4.40,2.40,0:06.81,33571,1306260,688988,742667
10,4.78,4.06,0:08.84,39895,2624533,1277267,1324467
5,4.71,4.19,0:08.91,36688,2628261,1282117,1612587
