RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.75,2.30,0:07.06,0,1445979,0,0
90,4.75,2.61,0:07.36,3226,1448649,196958,4635
80,4.70,2.72,0:07.42,3228,1450911,270588,5153
70,4.69,3.79,0:08.53,59037,1596772,549972,142687
60,4.86,5.28,0:10.16,120526,1960466,1033103,431779
50,5.20,7.58,0:12.79,270909,2305023,1533315,1194991
40,5.76,18.49,0:24.34,400195,4673463,4421754,4269692
30,6.26,20.75,0:27.09,353955,4878540,4758719,6666665
20,6.24,22.43,0:28.73,295255,4908395,4945180,8190525
10,6.03,23.03,0:29.10,31614,4942468,4995205,9755293
5,6.01,23.33,0:29.38,33564,4935030,4999446,10192087
