RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.88,0.17,0:04.06,0,104860,0,0
90,3.98,0.31,0:04.30,5957,109697,60021,40369
80,4.09,0.38,0:04.48,4214,109047,122585,111007
70,4.09,0.49,0:04.60,4907,110059,150359,145654
60,4.13,0.51,0:04.65,4422,111924,152244,158072
50,4.19,0.73,0:04.94,19157,136960,188773,187971
40,4.44,1.56,0:06.04,64503,268357,459653,445641
30,4.75,2.11,0:06.92,7135,676111,1297058,1378815
20,4.77,2.24,0:07.22,6403,744869,1361840,1481743
10,5.35,5.07,0:11.46,5291,2102764,2564063,3152953
5,5.36,5.22,0:11.70,4018,2178730,2565708,3226389
