RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.58,1.19,0:08.80,43,678187,4697,3031
90,7.62,1.53,0:09.22,30,689365,173644,65832
80,7.56,1.83,0:09.51,26,689376,386219,69085
70,7.65,2.30,0:09.98,90,689389,695156,117358
60,7.58,3.11,0:10.78,1983,702859,1060066,231119
50,7.92,4.61,0:13.16,12907,762147,1687227,826633
40,7.92,5.41,0:14.93,12351,862998,2192201,1539811
30,8.03,5.52,0:16.02,28751,976910,2731094,2466375
20,8.44,5.16,0:17.10,2330,1056022,3416184,3013026
10,8.82,5.17,0:17.45,4922,1160372,3663327,3716823
5,9.00,7.58,0:18.87,42532,1281551,3999400,3569299
