RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,525278,40
90,800546,36907
80,799638,36862
70,799908,36951
60,1002212,84679
50,1055831,93791
40,1055172,101975
30,1055415,101775
20,1054711,95739
10,1053604,95020
5,1053614,93201
