RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.90,0.13,0:01.59,0,100476,0,0
90,4.12,0.30,0:01.78,1284,140435,44584,41731
80,4.19,0.35,0:01.84,2131,151191,57676,52218
70,4.17,0.40,0:01.85,2660,162095,73158,63907
60,4.17,0.45,0:01.88,4060,169053,75133,72263
50,4.69,0.75,0:02.14,24996,206812,104457,99670
40,5.23,2.06,0:02.80,7762,973917,484337,470824
30,5.30,3.22,0:03.27,9617,1335021,685928,734353
20,5.27,3.15,0:03.28,287,1373521,704844,767458
10,5.41,3.38,0:03.41,545,1386351,710913,775812
5,6.12,4.37,0:04.30,45355,1348474,717152,783581
