RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.33,1.00,0:08.35,94,678178,3422,2283
90,7.39,1.23,0:08.67,1886,687511,142323,52969
80,7.39,1.33,0:08.77,1838,687563,285602,55060
70,7.39,1.98,0:09.42,5867,694129,550144,105595
60,7.48,2.63,0:10.15,28851,696430,845125,195958
50,7.43,4.94,0:12.68,73278,769643,1365640,700604
40,7.52,6.27,0:14.15,102636,875439,1752432,1272189
30,7.59,8.56,0:16.94,195041,968224,2227472,2028966
20,7.78,9.17,0:18.21,194050,1036603,2616684,2458116
10,8.03,9.73,0:19.35,193763,1175595,2846126,3102558
5,8.93,10.45,0:20.92,191822,1340544,3378135,3380815
