RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,678719,101
90,694283,1893
80,694253,1851
70,704784,5880
60,728990,28858
50,857726,73304
40,1001893,102645
30,1228260,195053
20,1329548,194062
10,1512398,193775
5,1681658,191836
