RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.27,0.19,0:04.47,0,104854,0,0
90,4.33,0.49,0:04.83,15242,112590,136638,76652
80,4.61,1.22,0:05.84,51609,116227,391194,281330
70,4.35,1.68,0:06.05,69261,115952,395928,371765
60,4.53,1.84,0:06.41,76367,122753,414384,414792
50,4.60,2.20,0:06.82,86009,154988,528696,504248
40,4.93,3.66,0:08.81,106314,344567,1180096,1203856
30,5.34,9.77,0:17.34,248352,1035617,2842199,3040053
20,5.23,10.44,0:17.89,222666,1107197,3061894,3377598
10,5.86,23.71,0:34.78,472867,2147507,5916795,7191935
5,5.83,24.06,0:35.82,468081,2197618,6063176,7724044
