RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.67,2.26,0:06.93,0,1445979,0,0
90,4.76,2.44,0:07.20,2172,1449692,194536,4696
80,4.64,2.63,0:07.28,2228,1457552,272333,5275
70,4.70,3.64,0:08.35,22141,1789095,560004,142748
60,5.00,5.90,0:10.91,173850,2236574,1028125,450736
50,5.39,10.82,0:16.36,777890,2454582,1545235,1143760
40,6.60,27.56,0:34.54,2249310,5168645,4395929,4175712
30,7.14,33.93,0:41.90,3025797,5798599,4757632,6747854
20,7.64,36.18,0:44.78,3159399,6786858,4945314,8340122
10,7.96,37.94,0:47.14,3280578,7902258,4996735,9913918
5,8.10,39.16,0:48.56,3387914,8336839,5002396,10496674
