RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.56,0.80,0:06.36,88,678083,830,559
90,5.69,0.72,0:06.42,1483,687915,38515,11363
80,5.67,0.78,0:06.47,1469,687932,82177,11379
70,5.70,0.94,0:06.65,5800,693979,153955,26357
60,5.77,1.46,0:07.24,44606,719799,246012,88919
50,5.88,1.93,0:07.85,75981,767982,345180,171743
40,6.06,2.41,0:08.53,124556,849750,430637,302295
30,5.98,3.61,0:09.76,206315,956630,560479,495048
20,6.06,3.73,0:10.08,197012,1033799,651541,605129
10,6.18,4.44,0:11.00,250428,1119727,707129,765189
5,6.86,4.66,0:11.92,248553,1216237,781431,860172
