RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.36,0.11,0:01.05,0,100522,0,0
90,4.50,0.89,0:01.22,42981,127401,66597,47491
80,4.55,0.60,0:01.22,46659,115870,70938,51924
70,4.65,0.64,0:01.26,55769,110077,70680,61854
60,4.82,0.94,0:01.33,69637,133946,89149,76527
50,4.93,1.34,0:01.40,87363,232111,150132,95942
40,7.22,3.87,0:02.26,311077,420539,363651,334877
30,5.12,12.28,0:03.51,774181,771340,716715,787795
20,4.68,13.01,0:03.61,791929,771079,737974,810578
10,5.77,13.80,0:04.23,959540,930173,758492,912290
5,7.65,18.60,0:06.73,1656514,1629108,751633,1118498
