RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,1048767,3227290,149031532,120399,2348468,9573236,,,,,544906,181973.8,1065010
100,1,1444,1789.258,2.176,,,,,,,,,,
100,2,591,963.272,2.075,,,,,,,,,,
100,3,1089,1550.787,3.642,,,,,,,,,,
100,4,5197,5958.919,165.608,,,,,,,,,,
90,0,1048833,3086797,9897099,117439,2230991,3696682,,,,,543177,159718.9,980137.0
90,1,2777,3676.225,5.079,,,,,,,,,,
90,2,1124,1761.328,42.352,,,,,,,,,,
90,3,3146,4418.272,17.617,,,,,,,,,,
90,4,1310,1569.830,1.700,,,,,,,,,,
80,0,1048910,3224238,2221132,134335,2389470,1037615,,,,,538743,119395.3,628548.4
80,1,2023,2468.051,1.507,,,,,,,,,,
80,2,1036,1376.971,1.573,,,,,,,,,,
80,3,3335,4583.125,7.581,,,,,,,,,,
80,4,2634,3319.416,6.184,,,,,,,,,,
70,0,1048859,3297936,713513.2,166298,2491347,924446.0,,,,,538278,109538.1,224654.3
70,1,2177,2677.201,22.689,,,,,,,,,,
70,2,690,1076.189,3.351,,,,,,,,,,
70,3,3051,4546.224,41.391,4,59.130,49.341,,,,,8,0.387,0.000
70,4,1276,1571.819,3.171,,,,,,,,,,
60,0,1048724,3044232,155365237,136609,2239014,9488212,,,,,535156,87174.31,322799.5
60,1,2568,3306.983,6.713,,,,,,,,,,
60,2,773,1184.602,2.870,,,,,,,,,,
60,3,3619,5178.771,142.651,,,,,,,,,,
60,4,1478,1918.252,2.596,3,47.988,164.505,,,,,16,0.629,0.000
50,0,1048959,2964537,3993123,138280,2125737,88733942,,,,,539708,124194.3,384179.4
50,1,1858,2436.061,2.231,,,,,,,,,,
50,2,677,1138.659,6.235,,,,,,,,,,
50,3,3388,4787.445,7.183,1,10.043,0.000,,,,,3,0.089,0.000
50,4,1703,2016.095,1.784,,,,,,,,,,
40,0,1048803,2791951,2624791,131115,1993186,710483.7,,,,,541656,76226.37,229165.3
40,1,248,346.715,4.355,,,,,,,,,,
40,2,1388,1968.658,3.984,,,,,,,,,,
40,3,3220,4468.981,9.002,,,,,,,,,,
40,4,1937,2403.809,2.195,,,,,,,,,,
30,0,1048845,2756318,10080664,133244,1958595,648422.0,,,,,537057,74190.71,458386.8
30,1,1338,1556.267,2.622,2,19.335,6.483,,,,,5,0.163,0.000
30,2,384,716.648,2.600,,,,,,,,,,
30,3,2318,3326.153,9.285,,,,,,,,,,
30,4,1150,1321.228,2.823,,,,,,,,,,
20,0,1048917,2741835,14274998,158285,1949615,1329941,,,,,537681,67961.02,360951.2
20,1,1474,1677.474,2.182,,,,,,,,,,
20,2,630,1084.350,2.990,,,,,,,,,,
20,3,2058,2838.852,1.959,,,,,,,,,,
20,4,587,761.586,2.261,,,,,,,,,,
10,0,1048740,2592376,3737642,138023,1755566,659546.7,,,,,547079,104422.3,6128743
10,1,3889,4162.608,40.747,,,,,,,,,,
10,2,1554,2064.485,2.310,,,,,,,,,,
10,3,4209,5819.117,136.441,,,,,,,,,,
10,4,2444,2991.207,5.736,,,,,,,,,,
5,0,1048854,2532577,5112799,142127,1751038,1755440,,,,,539190,51766.58,48666.69
5,1,1031,1244.326,3.407,3,48.444,39.650,,,,,8,0.365,0.000
5,2,732,1182.196,2.478,,,,,,,,,,
5,3,4851,5847.666,99.621,,,,,,,,,,
5,4,2727,3573.760,4.900,,,,,,,,,,
