RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.05,3.59,0:05.77,120399,928387,564366,490660
90,2.14,3.41,0:05.66,117439,931350,564381,491365
80,2.24,3.48,0:05.80,134335,914458,565609,563077
70,2.17,3.67,0:05.91,166297,882499,565613,563142
60,2.21,3.41,0:05.68,136609,912190,565613,563135
50,2.25,3.30,0:05.63,138280,910523,565619,563178
40,2.33,3.13,0:05.50,131115,917690,565611,563138
30,2.48,2.97,0:05.49,133244,915565,565618,563172
20,2.54,2.94,0:05.52,158285,890528,565620,563152
10,2.55,2.80,0:05.40,138023,910792,565611,563137
5,2.60,2.74,0:05.36,142127,906689,565620,563142
