RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.06,0.12,0:01.34,0,100491,0,0
90,4.34,0.53,0:01.55,12597,113899,44972,40973
80,4.36,0.65,0:01.60,23000,114088,60573,52524
70,4.47,0.73,0:01.67,25110,116460,76148,66837
60,4.51,0.72,0:01.68,24991,112518,75391,71716
50,5.00,0.94,0:01.86,42285,133843,93348,90161
40,7.14,2.84,0:02.90,105595,379973,346454,312870
30,8.27,7.08,0:04.42,231694,701416,682262,724374
20,7.03,8.27,0:04.47,350889,750619,707184,766233
10,7.78,7.76,0:04.45,328079,778236,713564,777584
5,9.81,7.76,0:05.06,306101,705438,724268,792031
