RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.14,0.12,0:04.27,0,100590,0,0
90,4.26,0.62,0:04.90,37635,104590,201304,161070
80,4.25,0.83,0:05.09,49772,102771,274911,202894
70,4.29,1.24,0:05.54,73710,123575,358520,308957
60,4.31,1.32,0:05.64,84264,131817,369325,329524
50,4.45,1.43,0:05.91,76332,177699,436490,333925
40,4.78,6.14,0:12.35,183029,866724,1725931,1723956
30,5.03,9.15,0:16.36,226303,1153793,2610938,2828346
20,5.18,9.18,0:16.55,220911,1161828,2662225,2939888
10,5.14,9.40,0:16.85,224174,1188595,2694877,2998713
5,5.35,13.44,0:22.26,314918,1567526,3152761,4504251
