RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.58,0.83,0:06.41,22,678107,788,543
90,5.58,0.88,0:06.47,30,689368,39063,11370
80,5.73,0.81,0:06.55,26,689375,81927,11477
70,5.72,0.96,0:06.69,65,700359,157208,24531
60,5.66,1.51,0:07.18,22282,742214,245883,83603
50,5.83,1.58,0:07.43,12148,832889,344247,163171
40,6.00,1.77,0:07.82,12150,972494,447429,302733
30,5.97,2.28,0:08.37,21892,1141163,560629,497035
20,6.20,2.11,0:08.50,2409,1224499,652959,584102
10,6.28,2.52,0:08.95,4630,1371284,713725,740367
5,7.09,2.61,0:09.83,5447,1445518,775858,808747
