RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.57,0.91,0:06.48,222,677910,788,541
90,5.51,1.04,0:06.56,32,689362,37671,11839
80,5.62,0.97,0:06.60,26,689370,78348,11688
70,5.70,1.03,0:06.74,100,689812,154367,24225
60,5.81,1.57,0:07.39,21602,693139,242494,82807
50,5.90,1.60,0:07.53,13876,714378,345507,168820
40,6.08,1.67,0:07.80,12873,747941,440449,306272
30,5.92,2.60,0:08.65,37311,800700,560314,507428
20,5.98,2.15,0:08.32,2669,858518,651546,580595
10,6.17,2.39,0:08.73,5046,912908,711590,734857
5,6.85,2.55,0:09.54,5166,931970,774321,804435
