RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.65,0.14,0:03.80,0,104760,0,0
90,3.69,0.20,0:03.90,5197,121380,26605,17041
80,3.71,0.27,0:03.98,4122,156757,63170,54484
70,3.72,0.33,0:04.05,4797,172413,74483,72600
60,3.64,0.39,0:04.04,3973,177881,75376,78356
50,3.73,0.49,0:04.23,15581,196603,91680,91544
40,3.92,1.32,0:05.26,67293,427488,237056,226276
30,4.37,1.91,0:06.29,20994,1269747,651643,672817
20,4.40,2.09,0:06.50,32676,1295748,682295,742344
10,4.67,3.99,0:08.70,37383,2626587,1281412,1544508
5,4.78,3.90,0:08.72,36703,2629041,1282830,1613561
