RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,631325,438135.2,237743.2,442,9691.072,50.468,,,,,108941,10131.39,2365.805
100,1,645,963.695,5.790,7,75.038,43.623,,,,,20,0.847,0.000
100,2,367,502.163,0.794,,,,,,,,,,
100,3,536,608.775,2.186,,,,,,,,,,
100,4,308,346.947,0.437,,,,,,,,,,
90,0,1048779,4279379,3121392,352674,3598654,11732089,3,107984.4,247829849,,529303,33208.00,125721.9
90,1,623,686.763,2.604,,,,,,,,,,
90,2,1851,2383.142,1.295,,,,,,,,,,
90,3,1745,2267.727,2.474,,,,,,,,,,
90,4,3482,4145.552,5.573,,,,,,,,,,
80,0,1048791,2942782,2492981,137149,2184645,762648.2,5,141280.4,138719856,,541414,63113.75,127544.4
80,1,1142,1399.442,1.236,,,,,,,,,,
80,2,431,871.957,6.726,,,,,,,,,,
80,3,5031,5911.628,54.502,,,,,,,,,,
80,4,2981,3659.624,57.512,,,,,,,,,,
70,0,1048914,2930237,1651545,146738,2176039,1425192,4,166155.8,360177363,,539905,69994.29,117136.3
70,1,1990,2262.118,1.188,,,,,,,,,,
70,2,519,849.947,1.928,,,,,,,,,,
70,3,2579,3403.198,4.604,,,,,,,,,,
70,4,1424,1789.162,2.690,,,,,,,,,,
60,0,1048724,2853471,39477788,137038,2080859,889675.5,4,130280.7,20911517,,545304,77807.49,82326.70
60,1,913,1084.805,1.544,,,,,,,,8,0.386,0.000
60,2,400,730.660,2.548,,,,,,,,,,
60,3,4856,5695.184,96.261,,,,,,,,,,
60,4,2603,3283.602,4.431,,,,,,,,,,
50,0,1048839,2771082,20155079,168013,2045707,1131115,17,658224.4,300016266,,535116,55641.34,53547.51
50,1,1818,2133.723,1.247,,,,,,,,,,
50,2,610,978.651,1.245,1,11.139,0.000,,,,,3,0.084,0.000
50,3,2613,3407.646,4.673,,,,,,,,,,
50,4,1335,1652.063,2.087,1,9.438,0.000,,,,,8,0.361,0.000
40,0,1048847,2879511,39675145,181817,2151158,670930.7,6,183533.0,45354218,,534380,44073.81,41229.71
40,1,2390,2820.360,6.518,,,,,,,,,,
40,2,765,1131.072,1.810,,,,,,,,,,
40,3,1959,2608.679,2.890,2,22.390,25.418,,,,,7,0.313,0.000
40,4,1258,1610.831,2.147,,,,,,,,,,
30,0,1048920,2631830,5043297,140603,1884031,397212.4,6,177367.0,111836799,,533554,51692.54,557821.8
30,1,2668,3537.585,6.527,,,,,,,,,,
30,2,1559,2040.393,3.537,,,,,,,,,,
30,3,2732,3661.656,4.930,,,,,,,,,,
30,4,2260,2801.227,15.349,2,35.578,103.190,,,,,8,0.380,0.000
20,0,1048862,2649979,7543016,154629,1892125,380875.0,4,107588.5,56198608,,540936,56277.29,25345.94
20,1,4855,5440.446,80.777,,,,,,,,,,
20,2,1476,2048.199,2.544,,,,,,,,,,
20,3,2821,3810.222,5.007,,,,,,,,,,
20,4,2967,3776.039,82.659,,,,,,,,,,
10,0,1048849,2706645,30940169,178886,1918907,651892.4,1,37592.51,0.000,,541959,72706.58,47315.67
10,1,1388,1634.862,1.230,,,,,,,,,,
10,2,427,772.178,3.589,,,,,,,,,,
10,3,1469,1948.085,2.746,,,,,,,,,,
10,4,212,232.943,0.334,,,,,,,,,,
5,0,1048881,2554505,3364290,150847,1790157,308741.2,,,,,540326,52617.34,64700.07
5,1,1614,1935.765,1.668,,,,,,,,,,
5,2,388,749.557,3.965,,,,,,,,,,
5,3,1595,2204.032,2.835,6,72.433,73.439,,,,,29,1.086,0.000
5,4,1052,1418.032,46.541,,,,,,,,,,
