RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.28,0.68,0:02.98,442,630889,113416,3321
90,1.97,4.92,0:06.90,352673,696116,565609,563009
80,2.02,3.58,0:05.62,137149,911646,565603,562947
70,2.17,3.43,0:05.64,146738,902060,565611,562981
60,2.17,3.34,0:05.54,137038,911761,565611,563002
50,2.18,3.75,0:05.96,168013,880794,565618,563030
40,2.17,3.46,0:05.64,181817,866993,565619,563028
30,2.19,3.19,0:05.40,140603,908207,565620,563032
20,2.37,2.98,0:05.37,154629,894182,565618,563043
10,2.28,3.06,0:05.37,178886,869929,565618,563048
5,2.28,2.89,0:05.19,150846,897970,565623,563064
