RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.10,3.03,0:05.14,216358,570207,283384,233140
90,2.33,1.19,0:03.80,10,786555,342444,262496
80,2.38,1.22,0:03.89,8,786557,401795,282746
70,2.40,1.26,0:03.95,12,786561,456861,283542
60,2.61,1.70,0:04.80,2284,996132,564598,504287
50,2.51,1.91,0:04.95,185,1048543,565423,552526
40,2.57,1.89,0:04.94,81,1048643,565519,558340
30,2.63,1.86,0:04.92,18,1048710,565595,562801
20,2.64,1.89,0:04.94,19,1048709,565598,562902
10,2.64,1.93,0:04.94,19,1048709,565594,563003
5,2.73,1.83,0:04.90,20,1048708,565595,563060
