RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,6.85,1.20,0:08.06,401,678621,1658,590
90,6.81,1.33,0:08.15,31,689362,76844,12593
80,6.93,1.32,0:08.26,411,694020,151287,13725
70,6.89,1.49,0:08.39,723,696111,201024,23794
60,7.00,1.78,0:08.79,20568,709208,292496,74901
50,7.07,1.91,0:08.98,4080,733367,379121,117191
40,7.14,2.16,0:09.31,6370,738346,488673,272147
30,7.29,2.32,0:09.62,15878,730172,537552,439982
20,7.31,2.46,0:09.79,2126,735069,639251,536052
10,7.46,2.72,0:10.19,2120,727556,680328,684404
5,8.26,2.75,0:11.02,8765,749917,734645,764587
