RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.47,0.11,0:03.58,0,100590,0,0
90,3.51,0.46,0:03.97,41161,113659,63667,44642
80,3.48,0.55,0:04.03,47581,116415,72537,51652
70,3.52,0.59,0:04.12,57184,136500,84260,63570
60,3.48,0.70,0:04.18,63952,121858,79624,69586
50,3.58,0.71,0:04.30,68976,170964,107777,75165
40,3.97,2.53,0:06.54,183371,1130714,665389,646819
30,3.93,3.08,0:07.06,248856,1133879,709273,773052
20,3.95,3.17,0:07.17,263604,1122461,711180,779164
10,4.24,3.40,0:07.70,267295,1259447,744861,871001
5,4.24,4.18,0:08.53,333356,1560725,816064,1244016
