RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2,3PO_PF_HIT,3PO_PF_TIME,3PO_PF_S2
100,0,100696,72929.52,2118.587,,,,,,,,,,,100696,2986.827,23.358
100,1,984,1368.095,2.946,,,,,,,,,,,984,35.143,0.000
100,2,648,1048.698,6.577,,,,,,,,,,,648,23.867,0.000
100,3,483,692.687,5.033,,,,,,,,,,,483,34.457,0.555
100,4,1285,1840.042,4.453,,,,,,,,,,,1285,46.012,0.000
90,0,154745,393700.7,193441.7,41161,281592.2,5697.711,2,16041.12,1446253,,54222,1848.745,62.509,154745,4730.663,226.423
90,1,1339,1633.649,1.213,,,,,,,,,,,1339,62.707,0.198
90,2,1047,1515.017,3.268,4,30.631,8.948,,,,,24,16.683,5.191,1047,36.490,0.000
90,3,1062,1357.852,1.974,,,,,,,,,,,1062,54.630,0.279
90,4,748,949.839,0.668,,,,,,,,,,,748,28.297,0.000
80,0,164142,441978.4,3168705,47581,323213.3,27352.08,4,32346.71,418440.9,,61440,2119.367,46.964,164142,5179.198,4407.092
80,1,1278,1737.664,1.941,3,22.112,2.446,,,,,8,0.305,0.000,1278,45.266,0.000
80,2,854,1144.057,2.498,5,32.988,0.943,,,,,14,0.485,0.000,854,29.444,0.000
80,3,1225,1594.928,1.629,,,,,,,,,,,1225,43.209,0.000
80,4,862,1144.476,1.962,,,,,,,,,,,862,33.966,0.000
70,0,193718,522773.9,325747.2,57184,385577.6,12120.92,5,36186.41,4817292,,80463,3683.618,430.901,193718,6385.690,444.489
70,1,1090,1464.038,2.518,,,,,,,,,,,1090,39.038,0.000
70,2,1295,1972.724,3.311,2,16.670,0.013,,,,,10,0.393,0.000,1295,64.993,0.171
70,3,507,728.042,2.768,1,11.669,0.000,,,,,7,0.306,0.001,507,19.313,0.000
70,4,1866,2343.458,4.598,,,,,,,,,,,1866,73.686,0.000
60,0,185870,560211.2,146758.7,63954,425930.4,21886.98,5,32202.96,82527.67,,76925,2798.699,73.075,185870,5770.300,153.467
60,1,1625,1999.675,1.528,,,,,,,,,,,1625,59.823,0.000
60,2,1167,1698.919,4.203,7,52.138,2.892,,,,,35,22.347,12.651,1167,42.759,0.000
60,3,1542,2137.862,1.509,1,9.262,0.000,,,,,6,0.249,0.001,1542,78.470,0.138
60,4,803,1035.983,1.325,,,,,,,,,,,803,30.167,0.000
50,0,240002,626227.4,683124.1,68979,458129.5,4534.956,4,23024.71,315826.7,,104637,4436.472,3292.132,240002,7257.166,706.510
50,1,1577,2328.157,6.219,8,66.998,16.443,,,,,24,0.792,0.000,1577,54.280,0.000
50,2,1246,1639.867,2.142,1,8.493,0.000,,,,,8,0.323,0.000,1246,43.253,0.000
50,3,1350,1800.966,1.950,,,,,,,,,,,1350,47.810,0.000
50,4,1217,1475.200,2.332,,,,,,,,,,,1217,46.091,0.000
40,0,1314270,2256843,8745957,183371,1279142,71534.89,5,24008.39,324920.9,,700967,103241.5,239473.9,1314270,42116.23,10714.87
40,1,2230,3233.532,15.089,,,,,,,,,,,2230,79.399,0.001
40,2,1953,4477.315,6.921,3,23.232,2.574,,,,,15,0.543,0.000,1953,89.305,0.014
40,3,3064,4157.692,25.020,,,,,,,,,,,3064,109.724,0.002
40,4,2457,3393.076,7.677,,,,,,,,,,,2457,92.315,0.000
30,0,1382660,2785147,1007575,248856,1717278,92191.60,4,22143.05,1899387,,762434,125246.2,353819.5,1382660,46190.79,57961.37
30,1,1499,2000.882,2.543,,,,,,,,,,,1499,86.632,0.350
30,2,513,803.023,3.136,,,,,,,,,,,513,19.506,0.005
30,3,1489,1999.535,1.755,,,,,,,,,,,1489,54.122,0.000
30,4,947,1514.360,4.278,4,35.918,8.875,,,,,17,4.611,0.902,947,37.982,0.000
20,0,1386065,2858051,1072271,263604,1806642,168193.9,5,26401.08,182825.7,,758133,110992.4,201599.4,1386065,46128.58,17794.82
20,1,3261,4784.439,12.850,,,,,,,,,,,3261,116.437,0.000
20,2,2467,4794.828,83.250,2,14.401,2.520,,,,,11,4.122,1.182,2467,99.449,0.025
20,3,3300,4448.696,12.538,3,26.957,19.552,,,,,7,0.221,0.000,3300,126.546,0.123
20,4,2484,3229.771,5.279,,,,,,,,,,,2484,89.763,0.000
10,0,1526868,3057899,1556121,267295,1852369,142132.5,3,26094.05,116344.0,,884839,149999.5,971848.1,1526868,52188.50,9367.977
10,1,904,1208.670,1.376,,,,,,,,,,,904,34.880,0.000
10,2,6989,10430.01,352.011,1,8.092,0.000,,,,,8,0.326,0.000,6989,368.560,6.834
10,3,3715,5212.755,27.501,,,,,,,,,,,3715,176.014,2.796
10,4,4123,5435.458,5.015,,,,,,,,,,,4123,149.443,0.000
5,0,1894006,3873886,1236130,333356,2301902,516950.0,6,24889.01,40283.04,,1259465,271690.5,682176.4,1894006,62652.66,28591.67
5,1,2259,2806.720,11.477,,,,,,,,,,,2259,97.340,0.656
5,2,802,1464.167,6.093,6,38.725,0.730,,,,,9,4.821,2.110,802,33.487,0.008
5,3,751,1119.345,2.547,8,56.442,3.840,,,,,9,0.281,0.000,751,29.116,0.000
5,4,,,,,,,,,,,,,,,,
