RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,1446358,0
90,1452485,3364
80,1452501,3372
70,1614612,59466
60,2264700,184529
50,3171113,269261
40,7593366,406408
30,10617501,261805
20,13081161,131269
10,15453049,15269
5,15788831,68362
