RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,4.94,2.08,0:07.05,0,1446079,0,0
90,4.79,2.61,0:07.42,3323,1448822,225482,10425
80,4.99,2.88,0:07.90,3324,1448825,448919,10754
70,4.90,4.89,0:09.99,59417,1551018,985862,305308
60,5.15,8.50,0:14.45,184493,2005006,2004177,1035381
50,5.43,12.47,0:19.88,269212,2516759,3181360,2440606
40,5.58,32.75,0:44.44,406360,6060511,10091734,8945024
30,5.61,41.30,1:03.36,261753,7606353,15729885,14340530
20,5.96,43.43,1:16.21,131220,8696347,18708842,17486850
10,5.90,48.90,1:29.52,15222,9998833,22210255,20855269
5,5.45,52.71,1:31.93,68310,10234038,23317160,21831784
