RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,2.38,1.15,0:03.55,3049,632826,0,3877
90,2.56,1.60,0:04.17,7,786557,0,266547
80,2.61,1.61,0:04.23,7,786558,0,266805
70,2.62,1.57,0:04.20,12,786565,0,267111
60,2.63,2.18,0:04.82,37,995295,0,477712
50,2.65,2.22,0:04.87,34,1048691,0,528353
40,2.63,2.19,0:04.83,17,1048708,0,531442
30,2.63,2.22,0:04.86,17,1048708,0,531458
20,2.64,2.15,0:04.80,17,1048709,0,531452
10,2.61,2.28,0:04.90,13,1048712,0,531462
5,2.82,2.01,0:04.83,16,1048710,0,531470
