RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.98,0.16,0:04.15,0,100591,0,0
90,4.06,0.34,0:04.45,867,111494,133808,126919
80,4.12,0.50,0:04.67,3808,118657,179625,163949
70,4.18,0.60,0:04.87,6055,125098,224841,197541
60,4.14,0.71,0:04.91,7054,123825,237912,224785
50,4.22,1.08,0:05.37,31780,156261,335550,319255
40,4.53,2.95,0:07.72,32549,593652,1502540,1582646
30,4.80,2.65,0:08.19,948,819599,1924374,2026530
20,4.77,2.68,0:08.30,32,836473,1949972,2095297
10,4.90,3.05,0:08.68,8742,826840,1997910,2137347
5,4.78,6.56,0:12.66,66317,1141982,2394769,3373214
