RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME
100,0,99275,105761.9,1649.338,,,,,,,
100,1,936,1183.176,0.379,,,,,,,
100,2,1217,1750.165,1.032,,,,,,,
100,3,85,151.912,2.300,,,,,,,
100,4,560,994.608,1.195,,,,,,,
90,0,116110,209588.8,22355.02,11237,78088.81,1348.059,3,67072.84,67414588,
90,1,19560,109871.0,21568.02,14031,94075.16,611.682,1,30007.21,0.000,
90,2,17155,110421.6,1669.554,14737,95934.89,702.526,1,25337.81,0.000,
90,3,5,13.887,2.901,,,,,,,
90,4,,,,,,,,,,
80,0,119840,224373.9,31747.54,15160,102853.7,1888.509,5,142779.1,283514619,
80,1,25483,142018.0,17216.14,18066,122488.9,1188.839,2,49418.94,144292113,
80,2,33946,128518.0,19092.56,15828,107403.3,2895.432,2,59545.89,441946736,
80,3,278,472.870,1.087,,,,,,,
80,4,333,464.542,0.630,,,,,,,
70,0,119849,246685.5,93465.80,18443,123151.4,6411.675,6,139984.8,276478455,
70,1,25342,153929.5,5227.277,20318,133442.3,10428.50,2,16921.56,8885595,
70,2,47724,161975.3,38169.02,19754,132291.4,1727.942,2,16651.47,4140253,
70,3,245,419.696,2.954,,,,,,,
70,4,294,436.494,1.908,,,,,,,
60,0,140355,286762.0,68498.06,20893,143818.3,3214.056,7,181617.5,93620052,
60,1,34782,182359.8,9439.066,23254,156238.6,2119.380,1,42611.47,0.000,
60,2,45604,176434.4,49654.82,21197,144721.9,2937.709,1,23851.95,0.000,
60,3,295,417.885,1.834,,,,,,,
60,4,,,,,,,,,,
50,0,143023,291980.9,70719.22,22329,151764.8,27027.22,6,124003.0,150737774,
50,1,64657,215899.5,62298.69,24959,171107.9,73516.14,,,,
50,2,77670,218810.0,51779.96,23791,165201.9,3479.164,,,,
50,3,142,205.546,0.686,,,,,,,
50,4,127,193.328,1.250,,,,,,,
40,0,407632,890897.6,499640.2,73480,517202.4,218123.9,28,619097.1,81368925,
40,1,279502,694672.2,263718.0,66832,460888.8,16688.39,21,386470.8,42068794,
40,2,279031,749886.0,385967.1,74785,516777.1,130909.2,19,341171.1,46246383,
40,3,86,146.725,1.071,,,,,,,
40,4,93,128.823,0.788,,,,,,,
30,0,443604,1077796,1556477,97516,664996.7,597382.6,32,598303.9,100073890,
30,1,327881,862068.5,580574.6,83942,575883.1,38131.92,22,390127.1,22400828,
30,2,307731,825095.5,526406.0,79712,552435.2,53464.02,26,466860.3,23594036,
30,3,21,18.398,0.654,,,,,,,
30,4,163,241.933,0.839,,,,,,,
20,0,456417,1089419,1620739,98878,668422.8,87444.40,38,607742.3,29480196,
20,1,332229,873269.3,433755.5,83070,579365.4,36043.24,33,511748.5,25472969,
20,2,331680,870088.2,374846.8,83493,581539.0,388837.7,33,511257.7,24846920,
20,3,127,155.988,1.492,,,,,,,
20,4,153,218.607,3.327,,,,,,,
10,0,516964,1389087,2907295,115095,771565.2,170151.4,61,771225.4,11718148,
10,1,392692,1203940,23026443,102515,703382.0,41959.62,48,592714.9,8791357,
10,2,394706,1195408,2367339,101973,707938.7,608833.1,45,548780.6,12271555,
10,3,36,68.955,8.726,,,,,,,
10,4,73,99.093,1.258,,,,,,,
5,0,485193,1408091,12417412,112572,800222.7,98758.22,23,200889.7,11730921,
5,1,360031,1214027,624860.2,101012,736319.5,68528.16,8,57559.66,872818.6,
5,2,358919,1180607,720368.8,98177,723531.3,256778.2,12,93444.23,2312314,
5,3,190,304.640,0.841,,,,,,,
5,4,,,,,,,,,,
