RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,3.93,0.13,0:01.60,0,100476,-46169095,0
90,4.09,0.52,0:01.86,203,147078,-46169095,44391
80,4.16,0.58,0:01.95,580,163819,-46219990,53945
70,4.06,0.55,0:01.94,179,165439,-46287692,62336
60,4.17,0.53,0:01.96,71,169874,-46358377,69766
50,4.35,0.58,0:02.03,3669,207987,-46429191,78109
40,5.34,2.46,0:03.06,3222,1104994,-46522118,284973
30,5.02,5.20,0:04.10,928,1357235,-47070988,736390
20,4.86,5.14,0:04.04,1768,1391329,-47766057,769660
10,4.46,9.66,0:05.79,184475,1499362,-48479419,920330
5,5.67,3.91,0:04.28,14167,1413482,-49234147,796625
