RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,100847,0
90,142639,38148
80,153310,50102
70,197702,71758
60,169791,65812
50,249427,90131
40,1281366,162392
30,1577645,252591
20,1581691,263633
10,1649814,263369
5,2197589,321967
