RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.65,0.68,0:06.33,118,678709,1516,645
90,5.63,0.78,0:06.42,1577,687821,56192,13527
80,5.66,0.88,0:06.55,1839,689943,144593,15485
70,5.69,1.26,0:06.97,9126,706088,206125,33297
60,5.74,1.91,0:07.66,38213,742040,309311,80754
50,5.79,2.79,0:08.61,75661,813417,374122,148565
40,5.76,4.11,0:09.90,132492,890371,499761,309938
30,5.79,5.21,0:11.08,189788,979520,564238,464123
20,6.03,5.21,0:11.40,192786,1065241,670523,594710
10,6.21,5.88,0:12.37,237810,1135119,712993,756813
5,6.87,6.14,0:13.31,243279,1200999,772543,840491
