RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,7.19,0.20,0:02.80,0,101049,0,0
90,7.47,0.60,0:03.05,11709,107386,51977,40639
80,7.56,0.44,0:03.06,161,105491,62329,48945
70,7.35,0.53,0:03.04,16987,109188,66894,61172
60,7.59,0.39,0:03.06,537,104588,67528,65834
50,7.52,0.56,0:03.08,2008,163366,107273,72759
40,8.33,2.54,0:04.02,35140,503425,472234,409027
30,8.48,2.95,0:04.24,4550,538375,530098,564120
20,8.60,2.83,0:04.26,6853,541110,541408,584789
10,8.86,2.85,0:04.35,8376,549339,543453,594111
5,11.19,8.32,0:07.64,857075,678932,568828,747652
