RATIO,NUM_FAULTS,NUM_MAJOR_FAULTS
100,105008,0
90,145379,22522
80,174729,51209
70,187330,64870
60,228794,72962
50,312312,75543
40,840363,128980
30,1353578,221607
20,1390403,230986
10,2772062,445743
5,2824472,460274
