RATIO,CPU,PAGE_FAULT_HIT,PAGE_FAULT_TIME,PAGE_FAULT_S2,SWAPIN_HIT,SWAPIN_TIME,SWAPIN_S2,EVICT_HIT,EVICT_TIME,EVICT_S2,SYNC_TIME,LOCK_MINPF_HIT,LOCK_MINPF_TIME,LOCK_MINPF_S2
100,0,678262,517422.5,640325.7,38,292.400,5.177,,,,45399.95,604,18.259,0.000
100,1,2563,3113.302,3.740,,,,,,,,,,
100,2,764,1104.345,1.417,3,24.937,10.511,,,,,16,0.608,0.000
100,3,2063,2399.304,1.248,,,,,,,,,,
100,4,2563,3276.728,6.896,,,,,,,,,,
90,0,689453,539725.0,104514.1,32,312.156,41.971,,,,50934.70,13347,4201.324,84.172
90,1,2377,2936.760,11.505,,,,,,,,,,
90,2,562,947.291,3.020,,,,,,,,,,
90,3,1163,1440.079,2.142,,,,,,,,,,
90,4,1897,2478.537,2.005,33,244.459,8.002,,,,,33,1.252,0.000
80,0,689326,545993.5,1922074,25,227.698,19.310,,,,50957.65,13094,3456.013,37.711
80,1,2727,3388.877,3.970,16,117.043,5.315,,,,,16,0.613,0.000
80,2,1137,1527.505,1.170,,,,,,,,,,
80,3,2674,3305.395,3.625,,,,,,,,,,
80,4,2334,2743.362,5.381,,,,,,,,,,
70,0,699927,582736.1,3462264,86,2482.222,809.513,5,83792.52,7559435,61712.62,25059,10402.49,7472.868
70,1,765,888.711,1.328,,,,,,,,,,
70,2,445,843.366,4.696,,,,,,,,,,
70,3,2347,3131.083,7.905,,,,,,,,,,
70,4,2724,3315.383,4.251,16,116.888,4.433,,,,,16,0.555,0.000
60,0,763098,941062.3,3064890,21848,268689.5,77423.54,5,89739.95,7844611,94115.81,87202,8233.670,2962.621
60,1,2177,2765.684,25.417,,,,,,,,,,
60,2,383,857.152,3.048,16,117.071,4.002,,,,,16,0.606,0.000
60,3,1506,1989.657,4.236,,,,,,,,,,
60,4,6460,7125.597,95.657,,,,,,,,,,
50,0,844847,1037656,4341581,11890,184296.8,7756.243,7,123072.9,54824151,168742.4,170521,20972.50,277640.1
50,1,2961,3684.652,118.442,,,,,,,,,,
50,2,567,981.403,3.089,,,,,,,,,,
50,3,2923,3821.783,4.335,,,,,,,,,,
50,4,1653,2462.363,6.754,16,116.307,4.100,,,,,16,0.591,0.000
40,0,985633,1292853,11859870,11986,155024.8,9024.893,8,143348.1,32325856,267414.9,320919,71474.01,246706.4
40,1,2969,3558.868,50.694,,,,,,,,,,
40,2,951,1451.425,2.493,,,,,,,,,,
40,3,3068,3929.237,15.877,,,,,,,,,,
40,4,1680,2185.549,2.416,,,,,,,,,,
30,0,1163563,1839400,19303905,24267,289243.2,169149.6,7,95270.64,67837406,395317.0,507222,169164.8,6452010
30,1,3573,4967.055,9.732,,,,,,,,,,
30,2,1816,2481.880,1.594,8,60.597,3.178,,,,,9,0.369,0.000
30,3,4886,6663.611,16.344,,,,,,,,,,
30,4,2720,3401.340,4.699,,,,,,,,,,
20,0,1227551,1875546,4776467,2365,37795.47,1079.188,5,40511.51,3090225,477631.2,594128,277831.9,4334056
20,1,2494,3021.089,3.641,,,,,,,,,,
20,2,513,1048.235,4.625,8,60.579,2.421,,,,,9,0.357,0.000
20,3,4943,6027.657,54.755,,,,,,,,,,
20,4,4131,5095.700,22.552,,,,,,,,,,
10,0,1376268,2143659,2949152,4562,73031.53,1401.719,2,25287.59,164745264,579653.2,755142,268832.5,18660978
10,1,2087,2422.076,164.678,,,,,,,,,,
10,2,522,1021.082,2.549,1,12.967,0.000,,,,,1,0.034,0.000
10,3,8017,9436.995,223.806,,,,,,,,,,
10,4,3965,5271.312,9.614,,,,,,,,,,
5,0,1449302,2274285,2908778,4674,86717.54,22522.77,2,15632.78,29783823,631975.7,820002,248905.2,740354.9
5,1,2213,2765.527,16.554,,,,,,,,,,
5,2,622,1258.085,3.005,1,32.671,0.000,,,,,2,0.094,0.000
5,3,1793,2229.735,2.455,,,,,,,,,,
5,4,342,449.506,1.998,,,,,,,,,,
