RATIO,USER,SYSTEM,WALLCLOCK,MAJOR_FAULTS,MINOR_FAULTS,PAGES_EVICTED,PAGES_SWAPPED_IN
100,5.56,0.82,0:06.39,29,678020,715,527
90,5.66,0.82,0:06.48,32,689366,38753,11367
80,5.61,0.88,0:06.50,25,689376,80887,11139
70,5.67,0.97,0:06.65,86,699843,154945,24195
60,5.71,1.42,0:07.15,21848,741269,244704,82929
50,5.82,1.55,0:07.38,11890,833032,347302,162479
40,5.84,1.87,0:07.77,11986,973722,443491,302446
30,5.98,2.28,0:08.39,24267,1139298,560347,497664
20,6.02,2.26,0:08.46,2365,1224997,652561,584814
10,6.23,2.53,0:08.92,4562,1371712,713924,740536
5,7.06,2.65,0:09.83,4674,1444703,770791,811269
